"column1","url","title","organisation","rating","Rating Count","enrollments","Mode","Level","duration","Language","subtitles","price","Course Package","Course Projects"
1200,https://www.coursera.org/learn/creatividad,Ser más creativos,Universidad Nacional Autónoma de México,"4.7","3,182 ","191,917","100% online",NA,Approx. 5 hours to complete,Spanish, Spanish,3184,Course 1 of 4,-
1201,https://www.coursera.org/learn/creatividad-computacional,Creatividad computacional,Universidad Nacional Autónoma de México,NA,NA,"2,969","100% online",Intermediate Level,Approx. 19 hours to complete,Spanish, Spanish,3202,-,Coursera Labs
1202,https://www.coursera.org/learn/creatividad-proyecto-final,"Creatividad, diseño e innovación: Técnicas y herramientas - Proyecto Final",Arizona State University,"4.8","84 ","4,234","100% online",Intermediate Level,Approx. 13 hours to complete,Spanish, Spanish,0,-,-
1203,https://www.coursera.org/learn/creativity-entrepreneurship,Creativity And Entrepreneurship,Berklee,"4.7","323 ","17,178","100% online",Beginner Level,Approx. 8 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",3202,-,-
1204,https://www.coursera.org/learn/creativity-innovation,"Creativity, Innovation and Transformation",The Pennsylvania State University,"4.5","623 ","74,846","100% online",NA,Approx. 18 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",2381,-,Coursera Labs
1205,https://www.coursera.org/learn/creativity-toolkit-1,Creativity Toolkit I: Changing Perspectives,University of Illinois at Urbana-Champaign,"4.8","545 ","29,949","100% online",NA,Approx. 20 hours to complete,English," English, Arabic",4023,Course 3 of 7,-
1206,https://www.coursera.org/learn/creativity-toolkit-2,Creativity Toolkit II: Creative Collaboration,University of Illinois at Urbana-Champaign,"4.7","342 ","15,674","100% online",NA,Approx. 22 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,Course 4 of 7,-
1207,https://www.coursera.org/learn/credential-access-discovery-lateral-movement--collection,"Credential Access, discovery, lateral movement & collection",Infosec,"4.7","29 ","2,197","100% online",Intermediate Level,Approx. 4 hours to complete,English, English,4023,-,-
1208,https://www.coursera.org/learn/credit-risk-management,Credit Risk Management: Frameworks and Strategies,New York Institute of Finance,"4.6","123 ","8,474","100% online",Beginner Level,Approx. 8 hours to complete,English, English,6486,-,-
1209,https://www.coursera.org/learn/credit-tech,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,"4.7","252 ","8,835","100% online",Beginner Level,Approx. 8 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",3184,-,-
1210,https://www.coursera.org/learn/credito,Crédito y cobranza,Universidad Nacional Autónoma de México,"4.8","58 ","13,689","100% online",Beginner Level,Approx. 16 hours to complete,Spanish, Spanish,2381,-,-
1211,https://www.coursera.org/learn/creer-des-conceptions-et-des-prototypes-haute-fidelite-dans-figma,Création de designs et de prototypes haute fidélité dans Figma,Google,NA,NA,"6,297,326","100% online",Beginner Level,Approx. 33 hours to complete,French, French,766,-,Coursera Labs
1212,https://www.coursera.org/learn/criacao-startups,Criação de Startups: Como desenvolver negócios inovadores,Universidade de São Paulo,"4.8","584 ","48,382","100% online",Beginner Level,Approx. 27 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),2381,-,-
1213,https://www.coursera.org/learn/criar-designs-e-prototipos-de-alta-fidelidade-no-figma,Criar designs e protótipos de alta fidelidade no Figma,Google,"4.9","38 ","1,946","100% online",Beginner Level,Approx. 33 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",766,-,-
1214,https://www.coursera.org/learn/criar-wireframes-e-prototipos-de-baixa-fidelidade,Criar wireframes e protótipos de baixa fidelidade,Google,"4.9","101 ","2,614","100% online",Beginner Level,Approx. 20 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), English",766,-,-
1215,https://www.coursera.org/learn/criatividade-e-inovacao-organizacional,Criatividade e Inovação Organizacional,Fundação Instituto de Administração,"4.5","10 ","351","100% online",Beginner Level,Approx. 31 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),2682,-,-
1216,https://www.coursera.org/learn/critical-management,Critical Perspectives on Management,IE Business School,"4.8","306 ","13,782","100% online",Beginner Level,Approx. 17 hours to complete,English," French, Portuguese (European), Afrikaans, Russian, English, Spanish",2381,-,-
1217,https://www.coursera.org/learn/critical-reasoning,Reasoning Across the Disciplines,The University of North Carolina at Chapel Hill,"4.3","57 ","14,416","100% online",Beginner Level,Approx. 16 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
1218,https://www.coursera.org/learn/critical-thinking-reasoned-decision-making,Critical thinking: reasoned decision making,Tecnológico de Monterrey,"4.5","26 ","2,954","100% online",Intermediate Level,Approx. 24 hours to complete,English," English, Vietnamese",4023,-,-
1219,https://www.coursera.org/learn/critical-thinking-skills,Critical Thinking Skills for University Success,The University of Sydney,"4.8","993 ","65,500","100% online",Beginner Level,Approx. 25 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,-,-
1220,https://www.coursera.org/learn/critical-thinking-skills-for-professionals,Critical Thinking Skills for the Professional,"University of California, Davis","4.8","550 ","19,632","100% online",Beginner Level,Approx. 7 hours to complete,English," English, Arabic, Spanish",3202,-,-
1221,https://www.coursera.org/learn/crm-dados-e-o-futuro-centrado-no-cliente,"CRM, Dados e o Futuro Centrado no Cliente",Fundação Instituto de Administração,"4.7","26 ","466","100% online",Beginner Level,Approx. 25 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),4023,-,-
1222,https://www.coursera.org/learn/cross-cultural-communication-business,Business English for Cross-cultural Communication,The Hong Kong University of Science and Technology,"4.7","374 ","28,361","100% online",NA,Approx. 22 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,Course 4 of 5,-
1223,https://www.coursera.org/learn/cross-cultural-communication-management,Cross-Cultural Communication and Management,"University of California, Davis","4.8","16 ","1,975","100% online",Intermediate Level,Approx. 12 hours to complete,English, English,4023,-,-
1224,https://www.coursera.org/learn/cross-cultural-virtual-spaces-teams,Cross-Cultural Virtual Spaces and Teams,"University of California, Davis",NA,NA,"2,814","100% online",Intermediate Level,Approx. 10 hours to complete,English, English,4023,-,Coursera Labs
1225,https://www.coursera.org/learn/cryo-em,Getting started in cryo-EM,Caltech,"4.9","267 ","22,133","100% online",NA,Approx. 21 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",0,-,Coursera Labs
1226,https://www.coursera.org/learn/crypto,Cryptography I,Stanford University,"4.8","4,089 ","420,214","100% online",NA,Approx. 23 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4844,-,Coursera Labs
1227,https://www.coursera.org/learn/crypto-finance,Blockchain and Cryptocurrency Explained,University of Michigan,"4.7","801 ","38,146","100% online",Beginner Level,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3202,-,-
1228,https://www.coursera.org/learn/crypto-hashing,Cryptography and Hashing Overview,"University of California, Irvine","4.5","40 ","6,052","100% online",Beginner Level,Approx. 9 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",3202,-,-
1229,https://www.coursera.org/learn/crypto-info-theory,Cryptography and Information Theory,University of Colorado System,"4.5","401 ","17,987","100% online",Intermediate Level,Approx. 7 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,-,-
1230,https://www.coursera.org/learn/crypto2,Cryptography II,Stanford University,NA,NA,"51,399","100% online",NA,Approx. 1 hour to complete,English, English,0,-,Coursera Labs
1231,https://www.coursera.org/learn/cryptographic-hash-integrity-protection,Cryptographic Hash and Integrity Protection,University of Colorado System,"4.5","70 ","6,861","100% online",Intermediate Level,Approx. 8 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4023,-,-
1232,https://www.coursera.org/learn/cryptography,Cryptography,"University of Maryland, College Park","4.6","1,273 ","62,071","100% online",NA,Approx. 17 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3202,Course 3 of 5,-
1233,https://www.coursera.org/learn/cryptography-sscp,Cryptography,(ISC)²,"4.7","215 ","6,257","100% online",Beginner Level,Approx. 6 hours to complete,English, English,6486,-,-
1234,https://www.coursera.org/learn/crystal-structures-and-properties-of-metals,Crystal Structures and Properties of Metals,Arizona State University,NA,NA,"2,587","100% online",Beginner Level,Approx. 24 hours to complete,English, English,3202,-,Coursera Labs
1235,https://www.coursera.org/learn/cs-fundamentals-1,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,"4.7","2,786 ","92,241","100% online",Intermediate Level,Approx. 21 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6451,-,-
1236,https://www.coursera.org/learn/cs-fundamentals-2,Ordered Data Structures,University of Illinois at Urbana-Champaign,"4.8","833 ","25,229","100% online",NA,Approx. 18 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6451,Course 2 of 3,-
1237,https://www.coursera.org/learn/cs-fundamentals-3,Unordered Data Structures,University of Illinois at Urbana-Champaign,"4.7","523 ","16,549","100% online",NA,Approx. 20 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6451,Course 3 of 3,-
1238,https://www.coursera.org/learn/cs-tech-interview,Mastering the Software Engineering Interview,University of California San Diego,"4.6","551 ","68,347","100% online",Intermediate Level,Approx. 20 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
1239,https://www.coursera.org/learn/csharp-class-development,C# Class Development,University of Colorado System,"4.9","29 ","3,734","100% online",Intermediate Level,Approx. 28 hours to complete,English, English,3202,-,-
1240,https://www.coursera.org/learn/csm-practice-process-management,Scrum Master Certification: Scrum Methodologies,LearnQuest,"4.7","590 ","21,751","100% online",Beginner Level,Approx. 8 hours to complete,English, English,3184,-,-
1241,https://www.coursera.org/learn/css-capstone,Computational Social Science Capstone Project,"University of California, Davis","4.6","34 ","3,657","100% online",Intermediate Level,Approx. 13 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",3202,-,-
1242,https://www.coursera.org/learn/cuda-advanced-libraries,CUDA Advanced Libraries,Johns Hopkins University,NA,NA,"5,621","100% online",Intermediate Level,Approx. 25 hours to complete,English, English,4023,-,Coursera Labs
1243,https://www.coursera.org/learn/cuda-at-scale-for-the-enterprise,CUDA at Scale for the Enterprise,Johns Hopkins University,NA,NA,"5,621","100% online",Intermediate Level,Approx. 28 hours to complete,English, English,4023,-,Coursera Labs
1244,https://www.coursera.org/learn/cuidado-heridas,Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,"4.8","1,915 ","82,454","100% online",Intermediate Level,Approx. 10 hours to complete,Spanish, Spanish,2381,-,-
1245,https://www.coursera.org/learn/cuidados-del-recien-nacido,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,"4.8","1,788 ","40,578","100% online",Intermediate Level,Approx. 5 hours to complete,Spanish, Spanish,2381,-,-
1246,https://www.coursera.org/learn/cuidando-en-uci,Cuidando a la persona en situación crítica de salud en UCI,Universidad Nacional de Colombia,"4.9","128 ","6,196","100% online",Advanced Level,Approx. 53 hours to complete,Spanish, Spanish,2381,-,-
1247,https://www.coursera.org/learn/culminating-project-course-in-health-informatics,Culminating Project in Health Informatics,Johns Hopkins University,"4.8","43 ","4,183","100% online",NA,Approx. 14 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4023,Course 5 of 5,-
1248,https://www.coursera.org/learn/cultura-e-consumo-no-marketing-digital,Cultura e Consumo no Marketing Digital,Fundação Instituto de Administração,NA,NA,"77","100% online",Beginner Level,Approx. 31 hours to complete,Portuguese (Brazilian), Portuguese (Brazilian),4023,-,Coursera Labs
